Epoch 0,	 train_loss 0.000630	train_ratio 0.436806	eval_loss: 0.035077	eval_ratio: 0.4959605026929982
Epoch 236,	 train_loss 0.000194	train_ratio 0.786507	eval_loss: 0.034446	eval_ratio: 0.5727109515260324
Epoch 237,	 train_loss 0.000194	train_ratio 0.780956	eval_loss: 0.033960	eval_ratio: 0.5749551166965888
Epoch 238,	 train_loss 0.000200	train_ratio 0.784372	eval_loss: 0.034644	eval_ratio: 0.5650807899461401
Epoch 239,	 train_loss 0.000200	train_ratio 0.764731	eval_loss: 0.034255	eval_ratio: 0.5754039497307002
Epoch 240,	 train_loss 0.000201	train_ratio 0.779249	eval_loss: 0.034491	eval_ratio: 0.5803411131059246
Epoch 241,	 train_loss 0.000196	train_ratio 0.780956	eval_loss: 0.034570	eval_ratio: 0.5798922800718133
Epoch 242,	 train_loss 0.000195	train_ratio 0.790350	eval_loss: 0.035016	eval_ratio: 0.5655296229802513
Epoch 243,	 train_loss 0.000192	train_ratio 0.790350	eval_loss: 0.034229	eval_ratio: 0.5731597845601436
Epoch 244,	 train_loss 0.000193	train_ratio 0.780102	eval_loss: 0.034579	eval_ratio: 0.5754039497307002
Epoch 245,	 train_loss 0.000195	train_ratio 0.760461	eval_loss: 0.034684	eval_ratio: 0.5727109515260324
Epoch 246,	 train_loss 0.000189	train_ratio 0.763450	eval_loss: 0.034501	eval_ratio: 0.5767504488330341
Epoch 247,	 train_loss 0.000192	train_ratio 0.795474	eval_loss: 0.034786	eval_ratio: 0.5713644524236984
Epoch 248,	 train_loss 0.000191	train_ratio 0.782237	eval_loss: 0.034798	eval_ratio: 0.5754039497307002
Epoch 249,	 train_loss 0.000191	train_ratio 0.787788	eval_loss: 0.034703	eval_ratio: 0.573608617594255
Epoch 250,	 train_loss 0.000189	train_ratio 0.783518	eval_loss: 0.034584	eval_ratio: 0.573608617594255
Epoch 251,	 train_loss 0.000188	train_ratio 0.785226	eval_loss: 0.034841	eval_ratio: 0.5740574506283662
Epoch 252,	 train_loss 0.000185	train_ratio 0.783091	eval_loss: 0.034979	eval_ratio: 0.5754039497307002
Epoch 253,	 train_loss 0.000188	train_ratio 0.774552	eval_loss: 0.034654	eval_ratio: 0.5771992818671454
Epoch 254,	 train_loss 0.000188	train_ratio 0.774979	eval_loss: 0.034940	eval_ratio: 0.5740574506283662
Epoch 255,	 train_loss 0.000188	train_ratio 0.787361	eval_loss: 0.034595	eval_ratio: 0.5731597845601436
Epoch 256,	 train_loss 0.000187	train_ratio 0.781810	eval_loss: 0.034859	eval_ratio: 0.5727109515260324
Epoch 257,	 train_loss 0.000185	train_ratio 0.786507	eval_loss: 0.034862	eval_ratio: 0.5749551166965888
Epoch 258,	 train_loss 0.000185	train_ratio 0.793339	eval_loss: 0.034890	eval_ratio: 0.5713644524236984
Epoch 259,	 train_loss 0.000187	train_ratio 0.784372	eval_loss: 0.034781	eval_ratio: 0.5745062836624776
Epoch 260,	 train_loss 0.000185	train_ratio 0.797609	eval_loss: 0.036427	eval_ratio: 0.5547576301615799
Epoch 261,	 train_loss 0.000186	train_ratio 0.769855	eval_loss: 0.035273	eval_ratio: 0.5745062836624776
Epoch 262,	 train_loss 0.000186	train_ratio 0.776260	eval_loss: 0.035346	eval_ratio: 0.5727109515260324
Epoch 263,	 train_loss 0.000185	train_ratio 0.780529	eval_loss: 0.035294	eval_ratio: 0.5731597845601436
Epoch 264,	 train_loss 0.000182	train_ratio 0.782237	eval_loss: 0.035241	eval_ratio: 0.572262118491921
Epoch 265,	 train_loss 0.000184	train_ratio 0.770709	eval_loss: 0.035190	eval_ratio: 0.5767504488330341
Epoch 266,	 train_loss 0.000181	train_ratio 0.779249	eval_loss: 0.035364	eval_ratio: 0.5731597845601436
Epoch 267,	 train_loss 0.000180	train_ratio 0.794620	eval_loss: 0.035560	eval_ratio: 0.5668761220825853
Epoch 268,	 train_loss 0.000182	train_ratio 0.801025	eval_loss: 0.035417	eval_ratio: 0.5754039497307002
Epoch 269,	 train_loss 0.000178	train_ratio 0.783091	eval_loss: 0.035672	eval_ratio: 0.5740574506283662
Epoch 270,	 train_loss 0.000182	train_ratio 0.784799	eval_loss: 0.035399	eval_ratio: 0.5771992818671454
Epoch 271,	 train_loss 0.000180	train_ratio 0.805722	eval_loss: 0.035551	eval_ratio: 0.5695691202872532
Epoch 272,	 train_loss 0.000180	train_ratio 0.802733	eval_loss: 0.035798	eval_ratio: 0.5668761220825853
Epoch 273,	 train_loss 0.000178	train_ratio 0.794620	eval_loss: 0.035826	eval_ratio: 0.5727109515260324
Epoch 274,	 train_loss 0.000179	train_ratio 0.784799	eval_loss: 0.035463	eval_ratio: 0.5758527827648114
Epoch 275,	 train_loss 0.000179	train_ratio 0.790350	eval_loss: 0.035802	eval_ratio: 0.5749551166965888
Epoch 276,	 train_loss 0.000177	train_ratio 0.796755	eval_loss: 0.035656	eval_ratio: 0.5713644524236984
Epoch 277,	 train_loss 0.000179	train_ratio 0.792485	eval_loss: 0.035717	eval_ratio: 0.5763016157989228
Epoch 278,	 train_loss 0.000175	train_ratio 0.796328	eval_loss: 0.035542	eval_ratio: 0.5704667863554758
Epoch 279,	 train_loss 0.000177	train_ratio 0.789496	eval_loss: 0.035909	eval_ratio: 0.5727109515260324
Epoch 280,	 train_loss 0.000179	train_ratio 0.768147	eval_loss: 0.036398	eval_ratio: 0.5718132854578097
Epoch 281,	 train_loss 0.000177	train_ratio 0.807430	eval_loss: 0.036542	eval_ratio: 0.5668761220825853
Epoch 282,	 train_loss 0.000176	train_ratio 0.785226	eval_loss: 0.035819	eval_ratio: 0.5686714542190305
Epoch 283,	 train_loss 0.000175	train_ratio 0.806576	eval_loss: 0.036223	eval_ratio: 0.5641831238779175
Epoch 284,	 train_loss 0.000177	train_ratio 0.802733	eval_loss: 0.037648	eval_ratio: 0.5538599640933572
Epoch 285,	 train_loss 0.000176	train_ratio 0.807430	eval_loss: 0.036332	eval_ratio: 0.5686714542190305
Epoch 286,	 train_loss 0.000174	train_ratio 0.783091	eval_loss: 0.036523	eval_ratio: 0.572262118491921
Epoch 287,	 train_loss 0.000177	train_ratio 0.782237	eval_loss: 0.036007	eval_ratio: 0.573608617594255
Epoch 288,	 train_loss 0.000174	train_ratio 0.771563	eval_loss: 0.036563	eval_ratio: 0.5713644524236984
Epoch 289,	 train_loss 0.000175	train_ratio 0.791204	eval_loss: 0.036089	eval_ratio: 0.5700179533213644
Epoch 290,	 train_loss 0.000174	train_ratio 0.805722	eval_loss: 0.036626	eval_ratio: 0.5646319569120287
Epoch 291,	 train_loss 0.000175	train_ratio 0.804014	eval_loss: 0.036475	eval_ratio: 0.5718132854578097
Epoch 292,	 train_loss 0.000170	train_ratio 0.800598	eval_loss: 0.036128	eval_ratio: 0.5668761220825853
Epoch 293,	 train_loss 0.000168	train_ratio 0.796755	eval_loss: 0.036377	eval_ratio: 0.5740574506283662
Epoch 294,	 train_loss 0.000168	train_ratio 0.791631	eval_loss: 0.036248	eval_ratio: 0.5700179533213644
Epoch 295,	 train_loss 0.000170	train_ratio 0.811272	eval_loss: 0.036183	eval_ratio: 0.5650807899461401
Epoch 296,	 train_loss 0.000167	train_ratio 0.793766	eval_loss: 0.036820	eval_ratio: 0.5641831238779175
Epoch 297,	 train_loss 0.000174	train_ratio 0.793766	eval_loss: 0.036917	eval_ratio: 0.5659784560143627
Epoch 298,	 train_loss 0.000174	train_ratio 0.782664	eval_loss: 0.037227	eval_ratio: 0.5646319569120287
Epoch 299,	 train_loss 0.000173	train_ratio 0.798890	eval_loss: 0.036573	eval_ratio: 0.5659784560143627
Epoch 300,	 train_loss 0.000167	train_ratio 0.792058	eval_loss: 0.036471	eval_ratio: 0.5704667863554758
Epoch 301,	 train_loss 0.000168	train_ratio 0.814261	eval_loss: 0.036585	eval_ratio: 0.5713644524236984
Epoch 302,	 train_loss 0.000168	train_ratio 0.786934	eval_loss: 0.036525	eval_ratio: 0.5695691202872532
Epoch 303,	 train_loss 0.000166	train_ratio 0.792485	eval_loss: 0.036816	eval_ratio: 0.5682226211849192
Epoch 304,	 train_loss 0.000166	train_ratio 0.801452	eval_loss: 0.036965	eval_ratio: 0.5691202872531418
Epoch 305,	 train_loss 0.000166	train_ratio 0.807003	eval_loss: 0.037058	eval_ratio: 0.5637342908438061
Epoch 306,	 train_loss 0.000170	train_ratio 0.803160	eval_loss: 0.037685	eval_ratio: 0.5628366247755835
Epoch 307,	 train_loss 0.000167	train_ratio 0.812126	eval_loss: 0.036768	eval_ratio: 0.5650807899461401
Epoch 308,	 train_loss 0.000163	train_ratio 0.812980	eval_loss: 0.037134	eval_ratio: 0.5605924596050269
Epoch 309,	 train_loss 0.000165	train_ratio 0.812126	eval_loss: 0.037376	eval_ratio: 0.5646319569120287
Epoch 310,	 train_loss 0.000163	train_ratio 0.810418	eval_loss: 0.037098	eval_ratio: 0.5646319569120287
Epoch 311,	 train_loss 0.000163	train_ratio 0.805295	eval_loss: 0.037310	eval_ratio: 0.5677737881508079
Epoch 312,	 train_loss 0.000162	train_ratio 0.807003	eval_loss: 0.037235	eval_ratio: 0.5677737881508079
Epoch 313,	 train_loss 0.000166	train_ratio 0.815542	eval_loss: 0.037722	eval_ratio: 0.5623877917414721
Epoch 314,	 train_loss 0.000165	train_ratio 0.783091	eval_loss: 0.037445	eval_ratio: 0.5713644524236984
Epoch 315,	 train_loss 0.000165	train_ratio 0.815115	eval_loss: 0.037269	eval_ratio: 0.5632854578096947
Epoch 316,	 train_loss 0.000164	train_ratio 0.798890	eval_loss: 0.037424	eval_ratio: 0.5691202872531418
Epoch 317,	 train_loss 0.000162	train_ratio 0.801452	eval_loss: 0.037833	eval_ratio: 0.5668761220825853
Epoch 318,	 train_loss 0.000163	train_ratio 0.813834	eval_loss: 0.037752	eval_ratio: 0.5628366247755835
Epoch 319,	 train_loss 0.000160	train_ratio 0.818958	eval_loss: 0.037424	eval_ratio: 0.566427289048474
Epoch 320,	 train_loss 0.000162	train_ratio 0.797182	eval_loss: 0.037809	eval_ratio: 0.5623877917414721
Epoch 321,	 train_loss 0.000162	train_ratio 0.817250	eval_loss: 0.038598	eval_ratio: 0.5610412926391383
Epoch 322,	 train_loss 0.000164	train_ratio 0.795474	eval_loss: 0.037318	eval_ratio: 0.566427289048474
Epoch 323,	 train_loss 0.000161	train_ratio 0.799744	eval_loss: 0.037893	eval_ratio: 0.5601436265709157
Epoch 324,	 train_loss 0.000161	train_ratio 0.822374	eval_loss: 0.038164	eval_ratio: 0.5583482944344704
Epoch 325,	 train_loss 0.000162	train_ratio 0.820239	eval_loss: 0.038307	eval_ratio: 0.5574506283662477
Epoch 326,	 train_loss 0.000160	train_ratio 0.787788	eval_loss: 0.037971	eval_ratio: 0.5677737881508079
Epoch 327,	 train_loss 0.000158	train_ratio 0.810845	eval_loss: 0.037758	eval_ratio: 0.5610412926391383
Epoch 328,	 train_loss 0.000159	train_ratio 0.807003	eval_loss: 0.037869	eval_ratio: 0.5610412926391383
Epoch 329,	 train_loss 0.000161	train_ratio 0.814261	eval_loss: 0.038544	eval_ratio: 0.5614901256732495
Epoch 330,	 train_loss 0.000159	train_ratio 0.801452	eval_loss: 0.037645	eval_ratio: 0.5682226211849192
Epoch 331,	 train_loss 0.000160	train_ratio 0.819812	eval_loss: 0.038391	eval_ratio: 0.5610412926391383
Epoch 332,	 train_loss 0.000158	train_ratio 0.804014	eval_loss: 0.038256	eval_ratio: 0.5650807899461401
Epoch 333,	 train_loss 0.000165	train_ratio 0.810845	eval_loss: 0.037659	eval_ratio: 0.5641831238779175
Epoch 334,	 train_loss 0.000158	train_ratio 0.790350	eval_loss: 0.038287	eval_ratio: 0.5673249551166966
Epoch 335,	 train_loss 0.000161	train_ratio 0.809564	eval_loss: 0.038081	eval_ratio: 0.5619389587073609
Epoch 336,	 train_loss 0.000157	train_ratio 0.800598	eval_loss: 0.038814	eval_ratio: 0.5614901256732495
Epoch 337,	 train_loss 0.000157	train_ratio 0.813834	eval_loss: 0.038508	eval_ratio: 0.5668761220825853
Epoch 338,	 train_loss 0.000157	train_ratio 0.817677	eval_loss: 0.038417	eval_ratio: 0.5623877917414721
Epoch 339,	 train_loss 0.000156	train_ratio 0.798890	eval_loss: 0.038162	eval_ratio: 0.5668761220825853
Epoch 340,	 train_loss 0.000156	train_ratio 0.823655	eval_loss: 0.038481	eval_ratio: 0.559245960502693
Epoch 341,	 train_loss 0.000159	train_ratio 0.826644	eval_loss: 0.038631	eval_ratio: 0.5556552962298025
Epoch 342,	 train_loss 0.000155	train_ratio 0.821947	eval_loss: 0.038379	eval_ratio: 0.5637342908438061
Epoch 343,	 train_loss 0.000155	train_ratio 0.798036	eval_loss: 0.038522	eval_ratio: 0.566427289048474
Epoch 344,	 train_loss 0.000156	train_ratio 0.815969	eval_loss: 0.038596	eval_ratio: 0.559245960502693
Epoch 345,	 train_loss 0.000154	train_ratio 0.807430	eval_loss: 0.037875	eval_ratio: 0.5650807899461401
Epoch 346,	 train_loss 0.000154	train_ratio 0.812126	eval_loss: 0.038655	eval_ratio: 0.5641831238779175
Epoch 347,	 train_loss 0.000151	train_ratio 0.802733	eval_loss: 0.038290	eval_ratio: 0.5637342908438061
Epoch 348,	 train_loss 0.000154	train_ratio 0.800598	eval_loss: 0.038575	eval_ratio: 0.5610412926391383
Epoch 349,	 train_loss 0.000157	train_ratio 0.826644	eval_loss: 0.039979	eval_ratio: 0.5498204667863554
Epoch 350,	 train_loss 0.000155	train_ratio 0.826217	eval_loss: 0.038653	eval_ratio: 0.5561041292639138
Epoch 351,	 train_loss 0.000153	train_ratio 0.804868	eval_loss: 0.038789	eval_ratio: 0.5623877917414721
Epoch 352,	 train_loss 0.000151	train_ratio 0.805295	eval_loss: 0.038619	eval_ratio: 0.5650807899461401
Epoch 353,	 train_loss 0.000155	train_ratio 0.824082	eval_loss: 0.038905	eval_ratio: 0.5619389587073609
Epoch 354,	 train_loss 0.000152	train_ratio 0.818104	eval_loss: 0.038535	eval_ratio: 0.5610412926391383
Epoch 355,	 train_loss 0.000152	train_ratio 0.825363	eval_loss: 0.038543	eval_ratio: 0.5628366247755835
Epoch 356,	 train_loss 0.000154	train_ratio 0.814261	eval_loss: 0.038706	eval_ratio: 0.566427289048474
Epoch 357,	 train_loss 0.000152	train_ratio 0.809137	eval_loss: 0.038955	eval_ratio: 0.5623877917414721
Epoch 358,	 train_loss 0.000150	train_ratio 0.817677	eval_loss: 0.038592	eval_ratio: 0.5610412926391383
Epoch 359,	 train_loss 0.000148	train_ratio 0.817250	eval_loss: 0.038646	eval_ratio: 0.5637342908438061
Epoch 360,	 train_loss 0.000151	train_ratio 0.804441	eval_loss: 0.039114	eval_ratio: 0.5659784560143627
Epoch 361,	 train_loss 0.000149	train_ratio 0.799744	eval_loss: 0.038823	eval_ratio: 0.5637342908438061
Epoch 362,	 train_loss 0.000153	train_ratio 0.832195	eval_loss: 0.039281	eval_ratio: 0.5601436265709157
Epoch 363,	 train_loss 0.000150	train_ratio 0.821520	eval_loss: 0.038954	eval_ratio: 0.5623877917414721
Epoch 364,	 train_loss 0.000147	train_ratio 0.817250	eval_loss: 0.039553	eval_ratio: 0.559245960502693
Epoch 365,	 train_loss 0.000149	train_ratio 0.810418	eval_loss: 0.038999	eval_ratio: 0.566427289048474
Epoch 366,	 train_loss 0.000151	train_ratio 0.818531	eval_loss: 0.039210	eval_ratio: 0.5637342908438061
Epoch 367,	 train_loss 0.000148	train_ratio 0.830060	eval_loss: 0.039299	eval_ratio: 0.5561041292639138
Epoch 368,	 train_loss 0.000150	train_ratio 0.824509	eval_loss: 0.039389	eval_ratio: 0.5565529622980251
Epoch 369,	 train_loss 0.000149	train_ratio 0.825790	eval_loss: 0.038962	eval_ratio: 0.5587971274685817
Epoch 370,	 train_loss 0.000152	train_ratio 0.792912	eval_loss: 0.039675	eval_ratio: 0.559245960502693
Epoch 371,	 train_loss 0.000149	train_ratio 0.812553	eval_loss: 0.039036	eval_ratio: 0.5601436265709157
Epoch 372,	 train_loss 0.000148	train_ratio 0.827925	eval_loss: 0.039267	eval_ratio: 0.5610412926391383
Epoch 373,	 train_loss 0.000146	train_ratio 0.829206	eval_loss: 0.039761	eval_ratio: 0.5511669658886894
Epoch 374,	 train_loss 0.000150	train_ratio 0.827925	eval_loss: 0.039778	eval_ratio: 0.5570017953321365
Epoch 375,	 train_loss 0.000147	train_ratio 0.828779	eval_loss: 0.039274	eval_ratio: 0.5587971274685817
Epoch 376,	 train_loss 0.000145	train_ratio 0.817677	eval_loss: 0.039501	eval_ratio: 0.5637342908438061
Epoch 377,	 train_loss 0.000145	train_ratio 0.828352	eval_loss: 0.039319	eval_ratio: 0.5596947935368043
Epoch 378,	 train_loss 0.000147	train_ratio 0.825363	eval_loss: 0.039526	eval_ratio: 0.5538599640933572
Epoch 379,	 train_loss 0.000144	train_ratio 0.820666	eval_loss: 0.039824	eval_ratio: 0.5570017953321365
Epoch 380,	 train_loss 0.000146	train_ratio 0.828352	eval_loss: 0.039529	eval_ratio: 0.5601436265709157
Epoch 381,	 train_loss 0.000144	train_ratio 0.797609	eval_loss: 0.039756	eval_ratio: 0.5619389587073609
Epoch 382,	 train_loss 0.000151	train_ratio 0.828352	eval_loss: 0.039578	eval_ratio: 0.5574506283662477
Epoch 383,	 train_loss 0.000141	train_ratio 0.826644	eval_loss: 0.039637	eval_ratio: 0.5587971274685817
Epoch 384,	 train_loss 0.000145	train_ratio 0.807003	eval_loss: 0.039716	eval_ratio: 0.5583482944344704
Epoch 385,	 train_loss 0.000146	train_ratio 0.821947	eval_loss: 0.039992	eval_ratio: 0.553411131059246
Epoch 386,	 train_loss 0.000145	train_ratio 0.820666	eval_loss: 0.039896	eval_ratio: 0.5543087971274686
Epoch 387,	 train_loss 0.000142	train_ratio 0.813407	eval_loss: 0.039905	eval_ratio: 0.5574506283662477
Epoch 388,	 train_loss 0.000142	train_ratio 0.823655	eval_loss: 0.039871	eval_ratio: 0.5583482944344704
Epoch 389,	 train_loss 0.000144	train_ratio 0.798036	eval_loss: 0.040638	eval_ratio: 0.5695691202872532
Epoch 390,	 train_loss 0.000144	train_ratio 0.816823	eval_loss: 0.040329	eval_ratio: 0.5623877917414721
Epoch 391,	 train_loss 0.000142	train_ratio 0.824082	eval_loss: 0.040442	eval_ratio: 0.5565529622980251
Epoch 392,	 train_loss 0.000141	train_ratio 0.829206	eval_loss: 0.040576	eval_ratio: 0.5552064631956912
Epoch 393,	 train_loss 0.000141	train_ratio 0.834757	eval_loss: 0.040689	eval_ratio: 0.5561041292639138
Epoch 394,	 train_loss 0.000142	train_ratio 0.832195	eval_loss: 0.040441	eval_ratio: 0.5578994614003591
Epoch 395,	 train_loss 0.000141	train_ratio 0.828352	eval_loss: 0.040519	eval_ratio: 0.552064631956912
Epoch 396,	 train_loss 0.000142	train_ratio 0.834757	eval_loss: 0.041089	eval_ratio: 0.5547576301615799
Epoch 397,	 train_loss 0.000140	train_ratio 0.817250	eval_loss: 0.040254	eval_ratio: 0.5610412926391383
Epoch 398,	 train_loss 0.000140	train_ratio 0.817677	eval_loss: 0.040548	eval_ratio: 0.5601436265709157
Epoch 399,	 train_loss 0.000141	train_ratio 0.834330	eval_loss: 0.040781	eval_ratio: 0.5561041292639138
Epoch 400,	 train_loss 0.000139	train_ratio 0.833049	eval_loss: 0.040800	eval_ratio: 0.5578994614003591
Epoch 401,	 train_loss 0.000141	train_ratio 0.833476	eval_loss: 0.040591	eval_ratio: 0.5543087971274686
Epoch 402,	 train_loss 0.000138	train_ratio 0.833049	eval_loss: 0.040413	eval_ratio: 0.5561041292639138
Epoch 403,	 train_loss 0.000138	train_ratio 0.838599	eval_loss: 0.041567	eval_ratio: 0.547576301615799
Epoch 404,	 train_loss 0.000142	train_ratio 0.816823	eval_loss: 0.040623	eval_ratio: 0.5596947935368043
Epoch 405,	 train_loss 0.000139	train_ratio 0.798463	eval_loss: 0.041150	eval_ratio: 0.552064631956912
Epoch 406,	 train_loss 0.000144	train_ratio 0.823655	eval_loss: 0.040660	eval_ratio: 0.5619389587073609
Epoch 407,	 train_loss 0.000138	train_ratio 0.840307	eval_loss: 0.040736	eval_ratio: 0.5556552962298025
Epoch 408,	 train_loss 0.000138	train_ratio 0.814688	eval_loss: 0.040736	eval_ratio: 0.5632854578096947
Epoch 409,	 train_loss 0.000139	train_ratio 0.832622	eval_loss: 0.040633	eval_ratio: 0.5578994614003591
Epoch 410,	 train_loss 0.000137	train_ratio 0.822801	eval_loss: 0.040704	eval_ratio: 0.5601436265709157
Epoch 411,	 train_loss 0.000140	train_ratio 0.821520	eval_loss: 0.040620	eval_ratio: 0.5605924596050269
Epoch 412,	 train_loss 0.000139	train_ratio 0.828779	eval_loss: 0.041013	eval_ratio: 0.5511669658886894
Epoch 413,	 train_loss 0.000139	train_ratio 0.809137	eval_loss: 0.041517	eval_ratio: 0.5641831238779175
Epoch 414,	 train_loss 0.000140	train_ratio 0.840307	eval_loss: 0.041355	eval_ratio: 0.5498204667863554
Epoch 415,	 train_loss 0.000137	train_ratio 0.840734	eval_loss: 0.041969	eval_ratio: 0.550718132854578
Epoch 416,	 train_loss 0.000138	train_ratio 0.835611	eval_loss: 0.041346	eval_ratio: 0.550718132854578
Epoch 417,	 train_loss 0.000135	train_ratio 0.836892	eval_loss: 0.041064	eval_ratio: 0.5547576301615799
Epoch 418,	 train_loss 0.000134	train_ratio 0.841588	eval_loss: 0.041065	eval_ratio: 0.5570017953321365
Epoch 419,	 train_loss 0.000139	train_ratio 0.835184	eval_loss: 0.041523	eval_ratio: 0.5552064631956912
Epoch 420,	 train_loss 0.000136	train_ratio 0.838599	eval_loss: 0.041873	eval_ratio: 0.550718132854578
Epoch 421,	 train_loss 0.000137	train_ratio 0.828352	eval_loss: 0.041208	eval_ratio: 0.5619389587073609
Epoch 422,	 train_loss 0.000136	train_ratio 0.827071	eval_loss: 0.041336	eval_ratio: 0.559245960502693
Epoch 423,	 train_loss 0.000136	train_ratio 0.829633	eval_loss: 0.041212	eval_ratio: 0.5565529622980251
Epoch 424,	 train_loss 0.000134	train_ratio 0.837746	eval_loss: 0.041553	eval_ratio: 0.5466786355475763
Epoch 425,	 train_loss 0.000138	train_ratio 0.844150	eval_loss: 0.042228	eval_ratio: 0.5368043087971275
Epoch 426,	 train_loss 0.000144	train_ratio 0.844577	eval_loss: 0.042073	eval_ratio: 0.5430879712746858
Epoch 427,	 train_loss 0.000136	train_ratio 0.835611	eval_loss: 0.041680	eval_ratio: 0.5529622980251346
Epoch 428,	 train_loss 0.000136	train_ratio 0.840734	eval_loss: 0.041360	eval_ratio: 0.5561041292639138
Epoch 429,	 train_loss 0.000132	train_ratio 0.833903	eval_loss: 0.041403	eval_ratio: 0.5587971274685817
Epoch 430,	 train_loss 0.000134	train_ratio 0.843296	eval_loss: 0.041592	eval_ratio: 0.5493716337522442
Epoch 431,	 train_loss 0.000134	train_ratio 0.823228	eval_loss: 0.041358	eval_ratio: 0.5561041292639138
Epoch 432,	 train_loss 0.000134	train_ratio 0.828352	eval_loss: 0.041786	eval_ratio: 0.553411131059246
Epoch 433,	 train_loss 0.000135	train_ratio 0.821947	eval_loss: 0.041522	eval_ratio: 0.5601436265709157
Epoch 434,	 train_loss 0.000139	train_ratio 0.822374	eval_loss: 0.041539	eval_ratio: 0.5610412926391383
Epoch 435,	 train_loss 0.000136	train_ratio 0.836038	eval_loss: 0.041880	eval_ratio: 0.5525134649910234
Epoch 436,	 train_loss 0.000134	train_ratio 0.830914	eval_loss: 0.041983	eval_ratio: 0.5619389587073609
Epoch 437,	 train_loss 0.000132	train_ratio 0.836465	eval_loss: 0.041394	eval_ratio: 0.5529622980251346
Epoch 438,	 train_loss 0.000131	train_ratio 0.816823	eval_loss: 0.041980	eval_ratio: 0.5605924596050269
Epoch 439,	 train_loss 0.000132	train_ratio 0.839453	eval_loss: 0.041570	eval_ratio: 0.5547576301615799
Epoch 440,	 train_loss 0.000129	train_ratio 0.823228	eval_loss: 0.041808	eval_ratio: 0.5538599640933572
Epoch 441,	 train_loss 0.000131	train_ratio 0.845858	eval_loss: 0.042186	eval_ratio: 0.5453321364452424
Epoch 442,	 train_loss 0.000130	train_ratio 0.837746	eval_loss: 0.042042	eval_ratio: 0.5565529622980251
Epoch 443,	 train_loss 0.000131	train_ratio 0.829633	eval_loss: 0.041732	eval_ratio: 0.5565529622980251
Epoch 444,	 train_loss 0.000132	train_ratio 0.834757	eval_loss: 0.042245	eval_ratio: 0.550718132854578
Epoch 445,	 train_loss 0.000132	train_ratio 0.829206	eval_loss: 0.041997	eval_ratio: 0.5578994614003591
Epoch 446,	 train_loss 0.000131	train_ratio 0.824082	eval_loss: 0.041919	eval_ratio: 0.550718132854578
Epoch 447,	 train_loss 0.000131	train_ratio 0.845431	eval_loss: 0.042026	eval_ratio: 0.5453321364452424
Epoch 448,	 train_loss 0.000130	train_ratio 0.837746	eval_loss: 0.041704	eval_ratio: 0.5502692998204668
Epoch 449,	 train_loss 0.000130	train_ratio 0.836892	eval_loss: 0.042201	eval_ratio: 0.5489228007181328
Epoch 450,	 train_loss 0.000131	train_ratio 0.809137	eval_loss: 0.042267	eval_ratio: 0.5623877917414721
Epoch 451,	 train_loss 0.000132	train_ratio 0.814261	eval_loss: 0.042501	eval_ratio: 0.5547576301615799
Epoch 452,	 train_loss 0.000131	train_ratio 0.835611	eval_loss: 0.042066	eval_ratio: 0.5574506283662477
Epoch 453,	 train_loss 0.000130	train_ratio 0.829633	eval_loss: 0.042935	eval_ratio: 0.5502692998204668
Epoch 454,	 train_loss 0.000130	train_ratio 0.834757	eval_loss: 0.042190	eval_ratio: 0.5516157989228008
Epoch 455,	 train_loss 0.000128	train_ratio 0.836038	eval_loss: 0.042307	eval_ratio: 0.5561041292639138
Epoch 456,	 train_loss 0.000132	train_ratio 0.840734	eval_loss: 0.043095	eval_ratio: 0.5417414721723519
Epoch 457,	 train_loss 0.000134	train_ratio 0.840307	eval_loss: 0.042051	eval_ratio: 0.5529622980251346
Epoch 458,	 train_loss 0.000128	train_ratio 0.833049	eval_loss: 0.042536	eval_ratio: 0.5525134649910234
Epoch 459,	 train_loss 0.000127	train_ratio 0.815115	eval_loss: 0.042501	eval_ratio: 0.5556552962298025
Epoch 460,	 train_loss 0.000130	train_ratio 0.813407	eval_loss: 0.043037	eval_ratio: 0.5610412926391383
Epoch 461,	 train_loss 0.000131	train_ratio 0.839880	eval_loss: 0.042669	eval_ratio: 0.5426391382405745
Epoch 462,	 train_loss 0.000129	train_ratio 0.844150	eval_loss: 0.043477	eval_ratio: 0.5435368043087971
Epoch 463,	 train_loss 0.000133	train_ratio 0.850555	eval_loss: 0.042979	eval_ratio: 0.5381508078994613
Epoch 464,	 train_loss 0.000129	train_ratio 0.849701	eval_loss: 0.042560	eval_ratio: 0.5529622980251346
Epoch 465,	 train_loss 0.000128	train_ratio 0.837319	eval_loss: 0.042456	eval_ratio: 0.5457809694793537
Epoch 466,	 train_loss 0.000130	train_ratio 0.814261	eval_loss: 0.042755	eval_ratio: 0.5587971274685817
Epoch 467,	 train_loss 0.000133	train_ratio 0.804441	eval_loss: 0.042850	eval_ratio: 0.5538599640933572
Epoch 468,	 train_loss 0.000129	train_ratio 0.809564	eval_loss: 0.042864	eval_ratio: 0.5610412926391383
Epoch 469,	 train_loss 0.000127	train_ratio 0.830487	eval_loss: 0.042539	eval_ratio: 0.5543087971274686
Epoch 470,	 train_loss 0.000126	train_ratio 0.839026	eval_loss: 0.042700	eval_ratio: 0.5480251346499102
Epoch 471,	 train_loss 0.000130	train_ratio 0.821093	eval_loss: 0.042915	eval_ratio: 0.5619389587073609
